source,target,distance_km
28093,65001,4.18290927465562
28115,14002,2.322144267697423
28115,39101,5.1799815636737545
28115,37020,5.408816229083772
28115,8004,5.696769084314371
28115,27087,6.332769378399943
28116,58002,5.99697006829282
28116,13004,6.235183557843346
28116,84019,7.095503717143695
28116,28115,7.250120619686268
28116,84018,7.364240218787001
28117,23004,0.5158071344989327
28117,39029,2.0812258407006192
28117,46014,3.0415550299147966
28117,42027,5.137433211244697
28117,54049,5.573340560202651
29002,73011,2.171387114265902
29002,39061,3.2499221529138205
29002,68020,3.504405370387393
29002,27023,4.862669739967953
29002,39027,5.141516605049525
29003,40020,4.102730432285309
29003,30011,5.973958905114765
29003,69007,6.013413340192074
29003,84016,6.781186474356828
29003,39037,7.246178924095099
29005,33033,0.12624579200908045
29005,67025,3.4344909375335377
29005,25029,3.9199179838358864
29005,84026,4.438518333858721
29005,68003,5.530962032051929
29009,54063,1.7564794334121878
29009,52016,2.7999344635187446
29009,41014,3.746468470439862
29009,89007,4.825216368205679
29009,73014,5.167344579181845
30001,55029,1.9294709119341498
30001,27026,2.1685479012463618
30001,27049,3.0041318213420665
30001,54019,3.707995280471646
30001,84012,4.384562463918151
30004,39144,2.0387685008357375
30004,68004,3.0721835882642172
30004,28022,3.114433816924033
30004,39001,3.2990691111281683
30004,4006,4.642237930136714
30005,80001,0.34495796845412924
30005,33007,1.598320681215131
30005,30015,2.928635347734504
30005,33019,3.217755895029951
30005,21022,3.2653411766613303
30011,62001,3.5951986036935426
30011,65004,4.999933299555105
30011,29003,5.973958905114765
30011,39088,6.0141208002500255
30011,15025,6.221349371318091
30012,25021,0.8011554156341951
30012,33029,2.1030485015805036
30012,40013,2.476109246378277
30012,64001,2.6957692779613023
30012,56013,2.745873449378175
30014,27079,1.075673277533657
30014,28085,2.1183866502600512
30014,27023,2.624551771255427
30014,39125,3.801383037790325
30014,68020,4.027158303320097
30015,28091,0.6331737518248841
30015,15025,2.863507115409354
30015,30005,2.928635347734504
30015,12007,4.173198892935729
30015,34010,4.197824793866462
31002,7005,2.298839924831653
31002,39020,3.228520713887399
31002,24004,6.061053786265224
31002,67025,6.074946748737802
31002,30014,6.796304436971611
31006,38003,1.7459361385801029
31006,47004,2.940907342981074
31006,64001,3.5778440435547214
31006,39087,4.760680308527343
31006,39002,4.777330007441395
31010,40009,2.7008391288634725
31010,25001,3.90146767255606
31010,36009,4.297888435034116
31010,66004,5.251394671894316
31010,31025,6.183749024661334
31021,69030,1.8470877077172054
31021,73009,2.565099998050758
31021,41006,6.115567185470208
31021,66006,6.1167256763729405
31021,38001,7.160369264220945
31023,18011,2.5695612465944455
31023,27080,3.8043350273076637
31023,28048,4.509106341615819
31023,30005,4.57014934110473
31023,39095,5.140666201962544
31025,37020,1.4787812549528752
31025,18001,1.5336779322921745
31025,1001,4.425206209884462
31025,6007,5.219497676980037
31025,31010,6.183749024661334
32003,72005,1.2325988804148738
32003,52016,2.5844250811350675
32003,34003,3.648980816611674
32003,42026,3.8055929892725
32003,82001,3.9409229883366157
32004,39001,2.9090914389204063
32004,54057,3.945660527719028
32004,47018,6.521695868407235
32004,69017,6.60357456231093
32004,16004,6.794637959450084
32006,39005,1.7932018848975149
32006,30012,3.6488080245471948
32006,32008,4.500523080709619
32006,30004,4.7670738404182496
32006,14002,5.326223427532871
32008,54003,3.0311651225230207
32008,21023,3.450441276126867
32008,32006,4.500523080709619
32008,54015,5.065433545117338
32008,52011,5.599075012892754
33006,42003,4.33755553278572
33006,83010,4.418472134120571
33006,67010,4.550409651888498
33006,84013,7.459136478172256
33006,2002,8.62552496953084
33007,30005,1.598320681215131
33007,4006,3.8115095434748683
33007,39011,4.415086522368504
33007,25021,5.7880961464025455
33007,15039,6.078389589356707
33012,41013,2.1140354774695718
33012,40005,4.406227978668376
33012,21015,5.255441465757182
33012,39011,5.936941047374481
33012,94001,6.686343769206008
33013,76003,2.12895678678549
33013,89005,3.5780845434394086
33013,8009,4.640624957912458
33013,28026,4.717295835539679
33013,38021,5.678309695675289
33014,56001,3.481329056552971
33014,41006,3.7420042757859053
33014,27087,3.8843512971923637
33014,61002,4.270447868783788
33014,41005,4.600648758599161
33018,52009,4.37936399491981
33018,52005,4.634417439117888
33018,55026,5.285194509192637
33018,41028,5.646693988521071
33018,67001,5.6952629438859095
33019,30005,3.217755895029951
33019,28039,3.4973986046774823
33019,77002,6.903616443575062
33019,21008,6.932988965806883
33019,27049,6.98794977085554
33020,18017,3.748137270698607
33020,57009,6.792977329566176
33020,25006,7.096832039720258
33020,28050,7.314966917218423
33020,72009,7.865601057770474
33021,80003,2.6239864710017087
33021,40009,2.924116618741462
33021,63004,3.185272358841548
33021,28072,3.24770087908354
33021,40022,3.2751897654945124
33022,18014,3.3056976570763394
33022,41001,3.5057692451158275
33022,65006,3.5102994174286613
33022,43006,5.071769908030134
33022,21015,6.547090727949323
33023,76005,2.0988170477676227
33023,84018,3.5157667726969604
33023,55021,3.9504442788121947
33023,30004,4.9463982856215685
33023,67015,5.647726002560677
33024,18011,0.8118774538069153
33024,39052,2.2568956555410353
33024,55002,3.667634251121559
33024,42006,3.8415856101354815
33024,22006,4.596463423111295
33026,76014,3.39769583688711
33026,15021,4.289367785583326
33026,84022,4.3814076505159845
33026,72007,4.588356132647073
33026,33031,5.049411054766685
33028,12001,0.9991821655734253
33028,60003,2.3917244824603023
33028,21016,3.2336759268671313
33028,44011,3.8738575089953944
33028,39025,4.735516550493726
33029,39069,0.8605033410742808
33029,30012,2.1030485015805036
33029,55023,4.3279857901800005
33029,57007,5.931103944460929
33029,28031,6.383713731050289
33031,16001,2.28255142329806
33031,55008,2.451654543364542
33031,47009,5.019361911637773
33031,33026,5.049411054766685
33031,25001,6.155523454589382
33032,21011,1.5054929425274635
33032,17015,3.4830275623371114
33032,41019,4.3536913073850325
33032,54003,5.068869104642573
33032,54038,6.099444646851056
33033,29005,0.12624579200908045
33033,79006,2.3053247059796154
33033,15013,2.6826196152268778
33033,83006,2.8993428565797457
33033,54007,4.869246040199653
33034,57009,3.471981854791295
33034,15011,4.147412808004527
33034,18018,4.28193706165796
33034,29002,6.52936666147644
33034,67001,6.54480076090938
33035,85001,1.4638008744361373
33035,12007,1.911727229496928
33035,58002,3.2333948104121153
33035,57004,3.6778467885435355
33035,15023,5.053289225840928
33039,55013,2.560484719735699
33039,6007,2.8682736968427545
33039,39056,4.956689419360466
33039,24003,5.11725678464546
33039,55014,5.27012732294012
33053,15030,0.5818461996094844
33053,28074,1.463083046173388
33053,69030,1.7343384906067212
33053,17004,3.9707394777295577
33053,65004,4.781188659737241
33054,13005,1.6816768417267332
33054,39004,3.181265471475149
33054,27009,3.976755712889591
33054,65001,6.204935132618228
33054,13008,7.0450306599758665
33058,41028,3.1289157866583754
33058,83010,3.955053602670892
33058,27023,4.898324815689543
33058,41019,5.140978311566778
33058,81004,6.420562047048529
34002,84005,3.500000285714274
34002,40020,3.5806993730275654
34002,13008,3.8589252389752255
34002,83010,3.883688581748027
34002,55007,5.156223133263338
34003,69015,0.5120175778232618
34003,15010,2.956162715413345
34003,54017,3.3291106920617706
34003,32003,3.648980816611674
34003,25029,4.266021331404708
34004,9003,0.9283027523389124
34004,43008,2.24736579132103
34004,35003,2.343145321997763
34004,57004,5.389449044197375
34004,71001,6.661197264756539
34005,53009,2.0299280775436355
34005,41006,3.031764007966319
34005,17001,3.679558669188467
34005,38018,3.8612548478441564
34005,13001,5.575954088763644
34006,39012,3.190247169107748
34006,27003,4.3819585803610694
34006,37009,5.283908023423572
34006,28050,5.665638622432603
34006,34007,6.022736338243606
34007,84004,2.500486352692212
34007,66006,3.6513594728539123
34007,39105,3.85586994075267
34007,39144,5.912401373384592
34007,34006,6.022736338243606
34008,52015,3.123856590818471
34008,25021,3.2611833741756997
34008,55013,3.4285419641591086
34008,54007,6.161009008271291
34008,52011,6.198764554328548
34010,73010,1.195853669978062
34010,54015,3.6396907835693955
34010,30015,4.197824793866462
34010,34006,6.459564459001861
34010,46014,6.545239873373626
34011,28033,0.8814108009322328
34011,53006,2.1738281900831073
34011,90003,3.0604208860874023
34011,97002,4.392244187200889
34011,39099,4.560190566193479
34012,72004,2.002300926434386
34012,39014,2.834995590825496
34012,19020,3.427011088397585
34012,71008,4.2468789716684885
34012,76008,5.101894746072286
35003,34004,2.343145321997763
35003,28044,3.0463934414320155
35003,58006,3.071363378045652
35003,30012,3.330430752920709
35003,13007,4.013617943950321
35008,13005,1.9941175993406206
35008,54052,1.9951934743277404
35008,10003,3.6310056458232065
35008,57004,4.996642172499448
35008,6008,5.054922056768037
36003,68004,2.0082930563042836
36003,66004,2.494997595189222
36003,94001,3.981863885167347
36003,75017,4.5075280365184645
36003,50002,5.0210701050672455
36006,78006,1.2230196237182787
36006,41023,2.441339181678777
36006,38021,2.9413473103324606
36006,42026,4.108601830306753
36006,41001,4.223068552604848
36009,38007,1.4648361683137128
36009,27030,2.6506561451836785
36009,6007,3.554081175212519
36009,31010,4.297888435034116
36009,27064,4.673775026678113
36010,24003,4.117499362477182
36010,36011,4.953738487243751
36010,13008,5.071436187117018
36010,27001,5.124844290317512
36010,21026,5.8127752407950535
36011,52006,2.54205035355321
36011,19001,2.742864378710694
36011,41027,3.1699504727992203
36011,52010,3.6308314474786627
36011,28024,4.222299965658527
36012,90003,1.920758704262459
36012,15030,2.933136546429436
36012,40012,4.471625766989003
36012,35003,4.890108587751401
36012,54034,5.465439506572184
37001,43006,5.13407304194243
37001,46005,7.879446300343699
37001,38007,8.39479850860043
37001,10003,8.513883250315333
37001,3003,8.525117301245773
37003,73005,1.1556340251134873
37003,54027,1.3563900618922273
37003,78003,3.8608149398799214
37003,66001,3.9250745215855454
37003,57009,4.566365951169486
37005,89003,0.9641421057084895
37005,47011,2.1157998487569656
37005,27001,2.561009957028672
37005,53017,2.916081788976434
37005,66004,3.565121737051906
37008,27071,1.0159261784204598
37008,21017,1.685757989748232
37008,37020,4.124358980496242
37008,28048,4.503479210565982
37008,54036,4.692821432784333
37009,71004,1.5182493207638856
37009,39008,1.7719517487787302
37009,51001,4.219013154755505
37009,37003,4.70728722301922
37009,37010,5.1206017224541105
37010,53007,2.5294641725076876
37010,13001,2.7897213122460816
37010,74005,4.415095582204308
37010,37009,5.1206017224541105
37010,76003,5.129049034665198
37011,37020,3.5126471499426186
37011,30014,5.299069069185643
37011,84026,5.626588664546219
37011,39061,5.766230311043776
37011,26008,6.289546406538392
37018,22001,1.3236797195696548
37018,18017,3.1465175988702176
37018,69015,3.334083382280653
37018,15011,4.912665467951181
37018,37019,4.915069989328738
37019,83013,1.8016892073828938
37019,54019,3.101450305905287
37019,55008,3.790191815726481
37019,37018,4.915069989328738
37019,27030,5.151567722548156
37020,19006,0.7608429535718918
37020,31025,1.4787812549528752
37020,84020,2.7484111773895843
37020,37011,3.5126471499426186
37020,83009,3.7521974894720027
37031,2001,1.2193264534159831
37031,19001,3.2629118897083322
37031,41023,4.166862728720494
37031,42024,4.449828760750238
37031,60005,6.137066563106514
37033,89003,5.121669356762499
37033,73010,5.517478862669073
37033,64001,6.43892421138811
37033,27073,7.12214469103233
37033,83013,7.308123767424852
38001,42016,4.79380735950038
38001,38030,5.048324177387977
38001,27021,5.082564903668225
38001,101002,5.7504867620054565
38001,47009,6.816466019866892
38003,31006,1.7459361385801029
38003,84001,2.7260442036034562
38003,42006,4.493181723456107
38003,38018,4.5236556013914235
38003,107001,4.666433541796133
38004,15039,2.7381776786760934
38004,55008,3.070480092754226
38004,38029,3.433579036515688
38004,84019,3.8329038599996217
38004,12008,4.4281148359092946
38007,36009,1.4648361683137128
38007,55014,3.5827444787481006
38007,45004,3.740273786770161
38007,54060,6.593194142447195
38007,39143,6.847734004763912
38012,28015,2.2644540180802966
38012,41003,3.39369076375559
38012,83013,4.252751227146963
38012,39081,4.298355266843354
38012,38030,4.727060080007446
38014,39081,1.7909070327630074
38014,23007,2.8660027913454655
38014,38021,5.1731850923778095
38014,34002,6.105938830351972
38014,25020,6.427867609090903
38017,47008,2.207283398206945
38017,38003,6.100859775474273
38017,33033,6.412134512001444
38017,23008,7.2969544331864915
38017,69030,7.464326962292046
38018,27026,1.7777390134662623
38018,69043,2.550640703823257
38018,75017,2.5903748763451206
38018,28067,2.970035016628592
38018,54025,3.794956257982429
38021,36006,2.9413473103324606
38021,41013,3.2166299134342453
38021,46005,3.5298702525730317
38021,79005,4.725259040518308
38021,53017,4.919761173065213
38029,27079,2.2243709223059
38029,38004,3.433579036515688
38029,57008,4.4528535794476785
38029,11003,5.789541778068451
38029,81003,6.141852000821902
38030,45009,1.9368575063746947
38030,50011,3.18357047982293
38030,78006,4.128335499932145
38030,39004,4.641251663075382
38030,38012,4.727060080007446
39001,27026,1.795839914914467
39001,32004,2.9090914389204063
39001,30004,3.2990691111281683
39001,84012,3.7974276819973807
39001,39065,4.901707661621611
39002,65004,3.2408555969064716
39002,31006,4.777330007441395
39002,76011,4.874695990520845
39002,28050,5.447622050032472
39002,54012,5.892070349206635
39004,33054,3.181265471475149
39004,38030,4.641251663075382
39004,71001,6.664567877964783
39004,47008,6.82239092987202
39004,15007,7.461800653997666
39005,7003,1.5697595357251377
39005,32006,1.7932018848975149
39005,52007,2.9351185665999933
39005,41013,3.246229197083903
39005,61001,3.9777081340892773
39006,35003,5.985757178502984
39006,28056,6.578094024867689
39006,39025,7.541459076332643
39006,41003,8.139097247238173
39006,7003,8.261533271735944
39007,55013,0.3951733796702404
39007,50006,3.084389728941529
39007,28044,3.2565787262094554
39007,11004,4.169495053360778
39007,54060,5.702482354203299
39008,37009,1.7719517487787302
39008,76011,3.14802112445263
39008,44002,3.528177574896139
39008,92001,4.6182033303006484
39008,39010,4.662435522342373
39010,92001,1.7389965497378077
39010,71014,3.6498312289748416
39010,20007,4.530444790525539
39010,39008,4.662435522342373
39010,21023,5.451098237970034
39011,28055,0.3897717280665698
39011,24001,0.6233907281954072
39011,33007,4.415086522368504
39011,22001,5.314900657585238
39011,39078,5.669555626325577
39012,54004,1.4969796257798569
39012,34006,3.190247169107748
39012,27025,3.4083387449019793
39012,54012,3.869121476511173
39012,39144,4.065902359870439
39014,83006,2.63629512763651
39014,34012,2.834995590825496
39014,21008,3.7334190763963266
39014,54060,4.667307253652795
39014,39125,4.954939353816553
39015,16004,3.2184190218180104
39015,47005,4.695100105429063
39015,14005,4.933488015593025
39015,43017,5.352840741139231
39015,38012,6.045695328082618
39016,61001,1.1499226060913839
39016,22001,3.1113938998461768
39016,101005,3.118270353898135
39016,54020,3.930892137924926
39016,18003,5.035162062933029
39017,84008,3.0645538011266824
39017,21015,3.774502483771868
39017,47001,3.9203349346707608
39017,27002,4.544028609064868
39017,12006,5.5750939005545
39019,2002,3.2307232936294623
39019,30012,3.3999689704466425
39019,69027,3.700585494215747
39019,15030,3.9273665477008888
39019,20007,5.437395332325948
39020,15023,1.8008089848731874
39020,31002,3.228520713887399
39020,25020,3.456419679379227
39020,54005,5.383145920370355
39020,33018,5.900399054301328
39021,54024,2.406462133506364
39021,83007,2.5903158108616795
39021,25003,4.330887437927705
39021,67006,5.75507445651227
39021,27026,6.23734510829728
39022,65008,1.1146272919680371
39022,40020,1.6133322658398672
39022,28060,4.779290742359163
39022,53013,5.276282213832008
39022,33021,5.278009662742197
39023,80004,0.7800826879248123
39023,28093,4.113265004834967
39023,52010,5.188721326107233
39023,28026,5.806677879820784
39023,42016,7.643455239615131
39025,68001,3.082425830413442
39025,53008,4.385603037211645
39025,33028,4.735516550493726
39025,23016,5.012163804186771
39025,60005,5.500083635727733
39027,15013,1.8604784330918753
39027,40010,2.3302703705793455
39027,27029,3.554314139183536
39027,52006,4.104558685169454
39027,39114,4.954436395797205
39028,14005,2.6721556840872878
39028,41001,3.2345735422154185
39028,73009,4.0978848202456835
39028,67025,4.1049576124486356
39028,28082,4.316330965067438
39029,39036,1.5688788990868607
39029,43006,2.0086756831305546
39029,28117,2.0812258407006192
39029,23004,3.5986177902077903
39029,68004,3.920423701591449
39034,55013,3.556790969399242
39034,62001,4.994138364122484
39034,96001,6.095190398994933
39034,46014,6.400338116068557
39034,15010,6.445570882396686
39035,15039,1.4906834003234892
39035,49004,3.8497118073954577
39035,39108,4.7269747196277665
39035,44006,4.758131671149927
39035,76011,5.373069234618143
39036,4003,1.2032825935747595
39036,48011,1.3691259985844983
39036,39029,1.5688788990868607
39036,35003,5.314911570289763
39036,2001,5.325817308169705
39037,81003,0.8721129514002185
39037,45012,4.251521727570024
39037,57005,5.290665742607446
39037,68004,6.8955754654705945
39037,29003,7.246178924095099
39042,44011,1.842611462028824
39042,56012,3.3811480298857073
39042,85003,4.072014366379372
39042,27071,4.365533300754904
39042,39008,4.798611153240071
39049,27001,2.4263243806218493
39049,67025,4.493038615458363
39049,48005,4.949300758693091
39049,37010,6.658010288366937
39049,33053,7.418675488252603
39052,89002,1.8384833423232314
39052,33024,2.2568956555410353
39052,17004,4.224965443645664
39052,8006,4.940875327307905
39052,46008,5.6224881502765305
39054,28008,1.1702175011509612
39054,39108,1.7937675434682165
39054,25020,3.2561217729071497
39054,55023,3.330635975305617
39054,39069,4.786510315459479
39056,76008,3.7989356404129833
39056,28023,3.8464612307938317
39056,37020,3.95692835416564
39056,33039,4.956689419360466
39056,12007,6.127357097476857
39061,29002,3.2499221529138205
39061,37011,5.766230311043776
39061,39019,6.48077973703782
39061,39081,7.878442104883426
39061,54003,9.17374302016358
39065,7002,3.412319006189193
39065,39001,4.901707661621611
39065,55002,4.9573835841096665
39065,71008,5.198326653837752
39065,21006,7.236999447284766
39069,33029,0.8605033410742808
39069,39142,1.3333304166634767
39069,18011,1.8585943613386973
39069,65001,3.2028187585313037
39069,45005,4.14248584789375
39072,21012,2.8119916429463303
39072,52011,4.830109419050463
39072,61001,4.901805891709707
39072,80001,5.789712600811892
39072,4003,7.099004225946059
39078,27049,0.5991544041397009
39078,21011,1.8605359442913216
39078,73014,2.1972621600528237
39078,27009,3.91833663689071
39078,83013,5.545020919708058
39081,25006,1.604613660667265
39081,38014,1.7909070327630074
39081,38012,4.298355266843354
39081,34002,6.61961094022904
39081,59001,6.784427610344147
39087,9003,2.2366568802567817
39087,31006,4.760680308527343
39087,12008,4.814633111671127
39087,82001,5.434756020282787
39087,26008,7.270154468785377
39088,12001,1.2923296793001389
39088,73009,4.832298210996503
39088,94001,4.8864319293324865
39088,30011,6.0141208002500255
39088,69023,6.443802371271174
39095,28043,1.4397249737363036
39095,54052,5.02191756204739
39095,31023,5.140666201962544
39095,73011,5.341419380651551
39095,39114,5.6096605957936525
39099,15010,0.5965249366120414
39099,54096,1.8540776682760622
39099,95001,2.1021974217470634
39099,30012,3.3757376971559863
39099,34011,4.560190566193479
39101,75003,3.1185222461928985
39101,7005,3.7630054477770822
39101,24001,3.8303834011753968
39101,28115,5.1799815636737545
39101,40009,5.515407509876311
39105,27090,2.6860636626856036
39105,34007,3.85586994075267
39105,28055,5.7422223049965595
39105,31010,7.725034757203361
39105,52011,7.781254397589119
39108,39054,1.7937675434682165
39108,53005,2.406519478416911
39108,77004,2.4899775099385937
39108,12008,3.916205433835156
39108,39035,4.7269747196277665
39114,53018,1.8513824564362709
39114,41001,2.830472928681707
39114,39027,4.954436395797205
39114,61002,5.020142029863298
39114,39095,5.6096605957936525
39120,72015,2.072773263046395
39120,78006,2.1398273294824515
39120,75003,3.6686712853565937
39120,13007,4.4408603896092025
39120,60005,5.316915835331607
39125,24001,2.2489217416353107
39125,25012,3.327799573291637
39125,30014,3.801383037790325
39125,54063,3.808539483844168
39125,39014,4.954939353816553
39127,50011,0.5647167431553628
39127,44006,3.0307670646224203
39127,44011,4.130763609794198
39127,67005,5.3871018182321375
39127,32006,5.413663639348127
39141,28072,1.2460870756090845
39141,89007,3.322462339891906
39141,30005,3.5744511466797246
39141,28009,3.577432878475849
39141,21015,4.063787519051655
39142,39069,1.3333304166634767
39142,27051,3.0266590491827783
39142,84017,3.323808809182622
39142,24003,4.768507628178862
39142,39143,5.617387738086094
39143,24001,3.6836821252654253
39143,53006,4.068473177987045
39143,26003,4.129506023727293
39143,15010,4.458760926535533
39143,83013,5.414019763539842
39144,2001,0.8577144046825843
39144,61001,1.4765151540028298
39144,30004,2.0387685008357375
39144,54012,3.8030930832678815
39144,39012,4.065902359870439
40003,27030,3.5164939926011534
40003,27090,3.8076182844397626
40003,28052,4.446310155623424
40003,39125,5.054681493427652
40003,7005,7.761459463271067
40004,65006,2.0600594651611397
40004,40017,3.797117459336753
40004,83009,4.707348404356746
40004,77004,5.029074268690014
40004,90003,5.258228313795437
40005,17018,2.5191008316460857
40005,83006,3.093700211720586
40005,28085,4.337194715481425
40005,33012,4.406227978668376
40005,16003,4.449651671760386
40006,75003,1.914785627687862
40006,41025,2.3974254941499225
40006,40033,3.8181652661978895
40006,16001,4.81754180054517
40006,12005,5.219025579550268
40007,42011,3.7274790408532144
40007,75017,4.919976930840225
40007,28044,4.985455044426737
40007,9005,5.3942562972109505
40007,55013,6.301178064457471
40009,31010,2.7008391288634725
40009,33021,2.924116618741462
40009,28056,3.1210975633581213
40009,16001,3.330671103546551
40009,54002,5.140805578895199
40010,19020,0.8996088038697709
40010,39027,2.3302703705793455
40010,15021,3.0773173382022203
40010,47009,4.236674639384053
40010,32003,4.797096204997352
40011,55007,1.7203191564358051
40011,7002,2.148797803424045
40011,27043,2.6311489885599406
40011,53005,3.5463977498301005
40011,2001,4.047650306041766
40012,27038,1.0269805256186701
40012,21011,2.235863367918532
40012,40018,3.621700153242949
40012,43021,3.7701578216302827
40012,36012,4.471625766989003
40013,40018,1.2597352896541398
40013,30012,2.476109246378277
40013,54060,3.0852943133516453
40013,8009,4.32757079664793
40013,54044,4.509698437811558
40016,21026,4.500872470977155
40016,52007,5.035683866169519
40016,25029,5.205791870599516
40016,54011,5.495768008204131
40016,27023,6.271081087021599
40017,15012,1.9402208637162934
40017,48004,3.5705106077422597
40017,40004,3.797117459336753
40017,60005,3.8153898883338253
40017,41016,4.6673123958012495
40018,40013,1.2597352896541398
40018,15023,2.45213070614109
40018,42016,2.9237253632993645
40018,40012,3.621700153242949
40018,16004,5.365727723245002
40020,39022,1.6133322658398672
40020,34002,3.5806993730275654
40020,21015,3.5864648332306284
40020,52016,4.038011515585363
40020,52009,4.063704713681839
40021,50007,0.15063864046120437
40021,27064,1.0685583746337866
40021,65005,4.493362438085759
40021,27009,4.496937291090459
40021,75017,4.512706172575387
40022,61002,2.822103647990272
40022,33021,3.2751897654945124
40022,25006,3.656373203052446
40022,66011,4.151383022560072
40022,18001,5.284996310310917
40033,15012,3.406822566556703
40033,40006,3.8181652661978895
40033,27080,4.881210505602068
40033,8011,6.2297708625598744
40033,65005,6.6858970976227265
41001,27087,0.9147660903203616
41001,41013,2.4660940776864133
41001,39114,2.830472928681707
41001,39028,3.2345735422154185
41001,33022,3.5057692451158275
41003,75004,2.626025133162286
41003,41029,3.2513051225623224
41003,38012,3.39369076375559
41003,23008,6.301410080291554
41003,41016,6.358344753157066
41004,68005,1.7151912429813767
41004,4001,3.6237799326118023
41004,21022,4.66154051789749
41004,55013,4.687070086951976
41004,42027,6.426191173626878
41005,67008,2.8617955901845957
41005,27080,2.904545403329065
41005,69043,4.05136236345257
41005,17015,4.160109734129618
41005,33014,4.600648758599161
41006,89005,1.6461397267546884
41006,49004,2.7293090700761615
41006,34005,3.031764007966319
41006,85002,3.529776338523448
41006,33014,3.7420042757859053
41011,54044,2.836420455433221
41011,85003,3.003702382061179
41011,60002,4.738618047490218
41011,41027,4.797334468222953
41011,18008,5.031430909790971
41012,47011,2.7860872204581106
41012,43018,4.570874861555499
41012,75003,5.874783144933947
41012,41028,6.17452030525449
41012,96002,7.3115147541395284
41013,33012,2.1140354774695718
41013,41001,2.4660940776864133
41013,66006,3.0263411902824178
41013,38021,3.2166299134342453
41013,39005,3.246229197083903
41014,57005,1.54968190284329
41014,29009,3.746468470439862
41014,55002,3.783166927324249
41014,67033,3.98720315509506
41014,96004,4.048296061307769
41016,17004,0.8213014063058701
41016,8009,1.31906027155699
41016,4006,1.7004969861778645
41016,24001,2.7047354768997285
41016,15016,3.19231577385446
41019,74005,2.887588959668602
41019,54015,3.6458405066596096
41019,27003,4.241962046034829
41019,33032,4.3536913073850325
41019,33058,5.140978311566778
41020,27077,2.2613292551063857
41020,27089,2.6298866895742865
41020,54024,4.537036587906251
41020,43009,4.997446648039377
41020,77002,5.5206431690519535
41022,6007,2.728036839927203
41022,27062,5.079739363392575
41022,25021,5.460646298745232
41022,55025,5.672000705218574
41022,54011,5.983520368478744
41023,19010,1.1500473903278943
41023,36006,2.441339181678777
41023,97002,3.1733950274114946
41023,37031,4.166862728720494
41023,13001,5.333411103599647
41025,28008,1.4719307048906887
41025,40006,2.3974254941499225
41025,28001,4.226018693758938
41025,46014,5.859223327370275
41025,57007,6.128883748285653
41027,74007,3.0483787494338688
41027,36011,3.1699504727992203
41027,9004,4.368548614814765
41027,41011,4.797334468222953
41027,52015,6.026104960917956
41028,27035,1.7598914739267304
41028,33058,3.1289157866583754
41028,58002,3.5991767114160984
41028,25029,4.428855947081593
41028,40005,5.067900551510458
41029,41003,3.2513051225623224
41029,13004,4.880443627376511
41029,18002,5.363174153428173
41029,13007,5.685062972386498
41029,41016,6.021193984584785
42001,28009,3.26348065721248
42001,24005,4.469450525512056
42001,10003,4.5561707606278325
42001,39144,5.362995524890916
42001,83007,5.44237631921939
42003,33006,4.33755553278572
42003,69017,6.532813253109261
42003,28048,6.56671622654733
42003,22001,6.639056107610479
42003,83006,7.907695618826006
42004,9004,2.9917722172652117
42004,66001,5.3934200652276285
42004,27087,5.74718244011794
42004,54017,7.049272090081359
42004,11003,8.087731758657677
42006,12008,3.566163204341607
42006,33024,3.8415856101354815
42006,38003,4.493181723456107
42006,59001,6.594881954970839
42006,42008,6.997898255905126
42008,54015,3.9233230812666955
42008,26003,4.602273025364749
42008,1001,4.735111614312803
42008,40013,4.931832316695287
42008,24005,5.502689160764944
42010,42016,3.469495928805797
42010,27080,4.991327679084995
42010,47009,5.0662903588325845
42010,28001,5.4153216894289855
42010,76008,5.52569678864123
42011,50008,1.1393090011054947
42011,26009,2.586440024435131
42011,40007,3.7274790408532144
42011,82001,3.760161964596738
42011,27080,4.027684446428245
42016,21013,0.2171289939183618
42016,15007,2.3440136518373778
42016,40018,2.9237253632993645
42016,42010,3.469495928805797
42016,38001,4.79380735950038
42024,37031,4.449828760750238
42024,15012,5.200835413661925
42024,88001,6.551405650698177
42024,27006,6.723895671409544
42024,39144,7.574793264505639
42026,75003,2.7192223152953123
42026,83006,3.6094233611478717
42026,32003,3.8055929892725
42026,36006,4.108601830306753
42026,28060,4.494384607485212
42027,54007,1.7740318486430844
42027,55029,2.7927379039215263
42027,20002,3.705429124946259
42027,28117,5.137433211244697
42027,39014,5.471884593081254
43005,28001,1.5740825899551776
43005,21015,3.4479154572001907
43005,45005,4.1363042683052225
43005,60012,5.2038186939977065
43005,80006,5.492938375769384
43006,58010,1.947014124242554
43006,39029,2.0086756831305546
43006,96004,2.854580179290818
43006,60002,4.049743695593587
43006,28012,4.341547419987486
43007,72002,2.439504252916973
43007,14001,3.843392902111362
43007,6008,4.768295397728626
43007,12005,7.059220424381151
43007,63001,7.330567917971976
43008,54024,1.2112592620904907
43008,34004,2.24736579132103
43008,45005,3.313816229062801
43008,19006,5.578798168064516
43008,31025,6.792284814405238
43009,102001,1.0795499062109173
43009,57004,1.8386780577360464
43009,27006,2.1134457646223144
43009,41020,4.997446648039377
43009,50007,5.867610501728962
43014,60012,3.3032518826150694
43014,4001,3.8131977394307786
43014,39029,5.403729452887144
43014,15024,5.977841834642332
43014,54024,6.041304494891811
43017,83006,3.4556866177360472
43017,76011,4.288933667008618
